Date,Open,High,Low,Close,Volume,등락률,Adj Close
2022-05-13,390500,401500,390500,400500,228636,3.221649484536082,400500
2022-05-16,407000,407500,397000,400500,200731,0.0,400500
2022-05-17,400500,411000,399000,408500,230327,1.9975031210986267,408500
2022-05-18,410000,413000,407500,410000,233063,0.36719706242350064,410000
2022-05-19,398500,417000,398500,415500,320709,1.3414634146341464,415500
2022-05-20,421000,439000,418000,434000,881979,4.452466907340553,434000
2022-05-23,438500,444000,432500,438000,361437,0.9216589861751152,438000
2022-05-24,438500,444000,436500,438500,350284,0.1141552511415525,438500
2022-05-25,439000,439000,422000,426500,365195,-2.7366020524515395,426500
2022-05-26,426500,432500,424500,430500,162583,0.9378663540445485,430500
2022-05-27,434500,437000,427500,430500,214801,0.0,430500
2022-05-30,434500,440000,432000,439500,229834,2.0905923344947737,439500
2022-05-31,441500,444000,436000,444000,345830,1.023890784982935,444000
2022-06-02,440500,442000,438000,440500,153596,-0.7882882882882882,440500
2022-06-03,443500,444000,437500,437500,154981,-0.681044267877412,437500
2022-06-07,436500,439500,432000,432000,180249,-1.2571428571428571,432000
2022-06-08,432500,434500,422500,425500,215828,-1.5046296296296295,425500
2022-06-09,426000,426000,419000,422500,208712,-0.7050528789659225,422500
2022-06-10,418000,426000,412500,425000,285077,0.591715976331361,425000
2022-06-13,414000,420500,413500,415000,267003,-2.3529411764705883,415000
2022-06-14,411000,432500,410500,426500,417106,2.7710843373493974,426500
2022-06-15,426000,427500,417000,420000,275832,-1.5240328253223916,420000
2022-06-16,424500,439500,424500,427000,365836,1.6666666666666667,427000
2022-06-17,419500,430000,417000,425500,1211937,-0.351288056206089,425500
2022-06-20,426500,427000,408500,411500,285056,-3.290246768507638,411500
2022-06-21,414500,416500,406000,413000,204026,0.3645200486026731,413000
2022-06-22,415000,416500,401000,401000,210875,-2.9055690072639226,401000
2022-06-23,401000,404500,391000,400000,298719,-0.24937655860349126,400000
2022-06-24,399000,405000,398000,405000,235758,1.25,405000
2022-06-27,408500,414500,403500,412000,206869,1.728395061728395,412000
2022-06-28,412000,415000,406500,410500,129697,-0.3640776699029126,410500
2022-06-29,402000,403500,391500,391500,327192,-4.6285018270401945,391500
2022-06-30,388500,389000,370500,371000,459845,-5.236270753512133,371000
2022-07-01,371000,371500,356000,356500,434833,-3.908355795148248,356500
2022-07-04,356500,361000,352000,356000,161015,-0.1402524544179523,356000
2022-07-05,356500,362500,356000,361500,219192,1.544943820224719,361500
2022-07-06,367500,374500,364000,370500,393886,2.4896265560165975,370500
2022-07-07,374500,375000,367500,373500,223247,0.8097165991902834,373500
2022-07-08,375000,392500,375000,388000,397140,3.8821954484605086,388000
2022-07-11,389000,402000,380500,395000,345052,1.804123711340206,395000
2022-07-12,393000,403000,387500,401000,324262,1.5189873417721518,401000
2022-07-13,398500,404000,392000,400000,223258,-0.24937655860349126,400000
2022-07-14,400000,404000,399000,399500,197883,-0.125,399500
2022-07-15,401500,402000,394000,400000,146816,0.1251564455569462,400000
2022-07-18,400000,400500,387000,393000,233929,-1.7500000000000002,393000
2022-07-19,391500,393500,382500,383000,205688,-2.5445292620865136,383000
2022-07-20,387000,389500,383500,384000,181936,0.26109660574412535,384000
2022-07-21,385000,390500,384500,390500,185937,1.6927083333333333,390500
2022-07-22,391500,392500,382000,382000,300672,-2.176696542893726,382000
2022-07-25,376000,393500,371000,391000,653865,2.356020942408377,391000
